sku;base_image;small_image;store_view_code;attribute_set_code;product_type;categories;product_websites;name;description;short_description;weight;product_online;tax_class_name;visibility;price;special_price;special_price_from_date;special_price_to_date;url_key;meta_title;meta_keywords;meta_description;created_at;updated_at;new_from_date;new_to_date;display_product_options_in;map_price;msrp_price;map_enabled;gift_message_available;custom_design;custom_design_from;custom_design_to;custom_layout_update;page_layout;product_options_container;msrp_display_actual_price_type;country_of_manufacture;additional_attributes;qty;out_of_stock_qty;use_config_min_qty;is_qty_decimal;allow_backorders;use_config_backorders;min_cart_qty;use_config_min_sale_qty;max_cart_qty;use_config_max_sale_qty;is_in_stock;notify_on_stock_below;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;website_id;deferred_stock_update;use_config_deferred_stock_update;related_skus;crosssell_skus;upsell_skus;hide_from_product_page;custom_options;bundle_price_type;bundle_sku_type;bundle_price_view;bundle_weight_type;bundle_values;associated_skus
334;http://static.aptekagemini.pl/media/products/9_/6_/0_/960b4ba91bf6dffbae0f6e2be721be56/images/thumbnail/large_apteka_internetowa_gemini_bia-y_w-giel_10_tabletek.jpg;http://static.aptekagemini.pl/media/products/9_/6_/0_/960b4ba91bf6dffbae0f6e2be721be56/images/thumbnail/large_apteka_internetowa_gemini_bia-y_w-giel_10_tabletek.jpg;;Default;simple;Default Category/układ pokarmowy/biegunka;base;Biały Węgiel, 10 tabletek;Preparat jest źródłem ditlenku krzemu, który ma silne właściwości sorpcyjne.;;1;1;Taxable Goods;Catalog, Search;8.66;;;;333;Biały Węgiel, 10 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
335;http://static.aptekagemini.pl/media/products/1_/5_/6_/1561ee4ae127b5a816746c5c202e20ff/images/thumbnail/large_1504033307apteka_internetowa_gemini_bi_fix_werbena_herbata_zio-owa_20_saszetek.jpg;http://static.aptekagemini.pl/media/products/1_/5_/6_/1561ee4ae127b5a816746c5c202e20ff/images/thumbnail/large_1504033307apteka_internetowa_gemini_bi_fix_werbena_herbata_zio-owa_20_saszetek.jpg;;Default;simple;Default Category/zioła/zioła i mieszanki fix do zaparzenia;base;Bi Fix, Werbena, herbata ziołowa, 20 saszetek;Znane od stuleci ziele werbeny wspiera naturalną odporność naszego organizmu, a w przypadku podrażnienia jamy ustnej i gardła działa kojąco. Przyczynia się do łagodzenia objawów menopauzy, pomaga w prawidłowym funkcjonowaniu pęcherzyka żółciowego, a u karmiących matek wspomaga laktację.;;1;1;Taxable Goods;Catalog, Search;3.49;;;;334;Bi Fix, Werbena, herbata ziołowa, 20 saszetek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
336;http://static.aptekagemini.pl/media/products/5_/5_/e_/55e7694f027c03e89a4ea5dddd7e81c3/images/thumbnail/large_1504169441apteka_internetowa_gemini_biggarden_luteina_z_bor-wk-_30_tabletek.jpg;http://static.aptekagemini.pl/media/products/5_/5_/e_/55e7694f027c03e89a4ea5dddd7e81c3/images/thumbnail/large_1504169441apteka_internetowa_gemini_biggarden_luteina_z_bor-wk-_30_tabletek.jpg;;Default;simple;Default Category/zdrowe oczy/witaminy, mikroelementy;base;BigGarden, luteina z borówką, 30 tabletek;Luteina to naturalny karotenoid stanowiący składnik budulcowy struktur oka. Ma silne właściwości przeciwutleniające. Wchodzi w skład plamki żółtej oka, która odpowiedzialna jest za prawidłową ostrość widzenia. Borówka czernica od lat znana jest jako naturalne źródło antocyjanów, wpływających na relaksację mięśni gładkich w naczyniach krwionośnych oka, wzmacniając ostrość patrzenia, nawet w nocy. Witamina A przyczynia się do prawidłowego widzenia. Witamina E chroni komórki przed szkodliwym działaniem wolnych rodników.;;1;1;Taxable Goods;Catalog, Search;14.89;;;;335;BigGarden, luteina z borówką, 30 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
337;http://static.aptekagemini.pl/media/products/9_/3_/2_/93210ef30182d30bb712546d0725dc04/images/thumbnail/large_1504074334apteka_internetowa_gemini_bi_fix_rumianek_herbata_40g.jpg;http://static.aptekagemini.pl/media/products/9_/3_/2_/93210ef30182d30bb712546d0725dc04/images/thumbnail/large_1504074334apteka_internetowa_gemini_bi_fix_rumianek_herbata_40g.jpg;;Default;simple;Default Category/zioła/zioła i mieszanki fix do zaparzenia;base;Bi Fix, Rumianek herbata, 40g;Koszyczki rumianku (Chamomillae anthodium) zawierają w swym składzie olejki eteryczne, flawonoidy, substancje śluzowe i kumarynowe, żywicę, witaminę C, gorycze, oaz kwasy organiczne (walerianowy i salicylowy). Rumianek wykazuje właściwości przeciwzapalne, rozkurczające mięśnie gładkie, działa przeciwbakteryjnie, przyspiesza gojenie się ran pobudza przemianę materii w skórze.;;1;1;Taxable Goods;Catalog, Search;7.99;;;;336;Bi Fix, Rumianek herbata, 40g;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
338;http://static.aptekagemini.pl/media/products/7_/c_/d_/7cd82720074c1e7cfd1a3b9/images/thumbnail/large_1506932567apteka_internetowa_gemini_bilomag_plus_9030_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/7_/c_/d_/7cd82720074c1e7cfd1a3b9/images/thumbnail/large_1506932567apteka_internetowa_gemini_bilomag_plus_9030_kapsu-ek.jpg;;Default;simple;Default Category/pamięć i koncentracja/z miłorzębem;base;Bilomag Plus, 90+30 kapsułek;Bilomag Plus to suplement diety zawierający kompleks składników ziołowo-mineralno-witaminowych, w tym wysokoskoncentrowany ekstrakt miłorzębu japońskiego (Ginkgo biloba), który przyczynia się m. in. do utrzymania prawidłowego funkcjonowania mózgu u osób starszych. Dodatkowo preparat korzystnie wpływa na układ krążenia oraz obecność wolnych rodników w organizmie.;;1;1;Taxable Goods;Catalog, Search;31.9;;;;337;Bilomag Plus, 90+30 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
339;http://static.aptekagemini.pl/media/products/3_/8_/4_/3845fb3b1a1c000a9ce5ac0/images/thumbnail/large_1501153537apteka_internetowa_gemini_biloptic_krople_do_oczu_8ml.jpg;http://static.aptekagemini.pl/media/products/3_/8_/4_/3845fb3b1a1c000a9ce5ac0/images/thumbnail/large_1501153537apteka_internetowa_gemini_biloptic_krople_do_oczu_8ml.jpg;;Default;simple;Default Category/zdrowe oczy/nawilżenie;base;Biloptic, krople do oczu, 8ml;;;1;1;Taxable Goods;Catalog, Search;28.99;;;;338;Biloptic, krople do oczu, 8ml;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
340;http://static.aptekagemini.pl/media/products/c_/6_/6_/c6640f10c05c2d141479d8e0b4e5b512/images/thumbnail/large_1507092945apteka_internetowa_gemini_bilobil_forte_80mg_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/c_/6_/6_/c6640f10c05c2d141479d8e0b4e5b512/images/thumbnail/large_1507092945apteka_internetowa_gemini_bilobil_forte_80mg_60_kapsu-ek.jpg;;Default;simple;Default Category/pamięć i koncentracja/z miłorzębem;base;Bilobil Forte 80mg, 60 kapsułek;;;1;1;Taxable Goods;Catalog, Search;16.94;;;;339;Bilobil Forte 80mg, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
341;http://static.aptekagemini.pl/media/products/6_/a_/4_/6a48af4b36abc11ef4d4f91dd2fb7ce8/images/thumbnail/large_1497676150apteka_internetowa_gemini_bilobil_40mg_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/6_/a_/4_/6a48af4b36abc11ef4d4f91dd2fb7ce8/images/thumbnail/large_1497676150apteka_internetowa_gemini_bilobil_40mg_60_kapsu-ek.jpg;;Default;simple;Default Category/pamięć i koncentracja/z miłorzębem;base;Bilobil 40mg, 60 kapsułek;;;1;1;Taxable Goods;Catalog, Search;14.49;;;;340;Bilobil 40mg, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
342;http://static.aptekagemini.pl/media/products/b_/4_/e_/b4e14b4616c28dbdad715a6/images/thumbnail/large_1486201871apteka_internetowa_gemini_bilobil_forte_80mg_90_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/b_/4_/e_/b4e14b4616c28dbdad715a6/images/thumbnail/large_1486201871apteka_internetowa_gemini_bilobil_forte_80mg_90_kapsu-ek.jpg;;Default;simple;Default Category/pamięć i koncentracja/z miłorzębem;base;Bilobil Forte 80mg, 90 kapsułek;;;1;1;Taxable Goods;Catalog, Search;25.18;;;;341;Bilobil Forte 80mg, 90 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
343;http://static.aptekagemini.pl/media/products/d_/d_/7_/dd7c4b78a72f9b3f2a8040a/images/thumbnail/large_1500875970apteka_internetowa_gemini_bilofar_max_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/d_/d_/7_/dd7c4b78a72f9b3f2a8040a/images/thumbnail/large_1500875970apteka_internetowa_gemini_bilofar_max_60_kapsu-ek.jpg;;Default;simple;Default Category/pamięć i koncentracja/z miłorzębem;base;Bilofar Max, 60 kapsułek;Suplement diety Bilofar Max uzupełniający dietę we flawonoglikozydy i laktony terpenowe - pochodzące z Miłorzębu japońskiego.;;1;1;Taxable Goods;Catalog, Search;22.99;;;;342;Bilofar Max, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
344;http://static.aptekagemini.pl/media/products/e_/d_/b_/edbd1b7d290986822a81bd540ec095de/images/thumbnail/large_1507551763apteka_internetowa_gemini_bilobil_intense_120mg_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/e_/d_/b_/edbd1b7d290986822a81bd540ec095de/images/thumbnail/large_1507551763apteka_internetowa_gemini_bilobil_intense_120mg_60_kapsu-ek.jpg;;Default;simple;Default Category/pamięć i koncentracja/z miłorzębem;base;Bilobil Intense 120mg, 60 kapsułek;;;1;1;Taxable Goods;Catalog, Search;23.95;;;;343;Bilobil Intense 120mg, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
345;http://static.aptekagemini.pl/media/products/d_/d_/1_/dd19ea3e04fd8085552c26d/images/thumbnail/large_1507698698apteka_internetowa_gemini_bilobil_40mg_90_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/d_/d_/1_/dd19ea3e04fd8085552c26d/images/thumbnail/large_1507698698apteka_internetowa_gemini_bilobil_40mg_90_kapsu-ek.jpg;;Default;simple;Default Category/pamięć i koncentracja/z miłorzębem;base;Bilobil 40mg, 90 kapsułek;;;1;1;Taxable Goods;Catalog, Search;19.89;;;;344;Bilobil 40mg, 90 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
346;http://static.aptekagemini.pl/media/products/2_/3_/c_/23c068a537c1646289b9ab18f3fe3160/images/thumbnail/large_1501867404apteka_internetowa_gemini_bio-active_q10_uniqinol_30_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/2_/3_/c_/23c068a537c1646289b9ab18f3fe3160/images/thumbnail/large_1501867404apteka_internetowa_gemini_bio-active_q10_uniqinol_30_kapsu-ek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/koenzym Q10;base;Bio-Active Q10 Uniqinol, 30 kapsułek;BioActive Q10 Uniqinol zawiera  naturalny koenzym Q10 w formie ubichinolu  oraz witaminę C.;;1;1;Taxable Goods;Catalog, Search;33.29;;;;345;Bio-Active Q10 Uniqinol, 30 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
347;http://static.aptekagemini.pl/media/products/5_/c_/2_/5c26e102ab9b2664c325a59d4ef0d0e2/images/thumbnail/large_1501866363apteka_internetowa_gemini_bio-cynk_30_tabletek.jpg;http://static.aptekagemini.pl/media/products/5_/c_/2_/5c26e102ab9b2664c325a59d4ef0d0e2/images/thumbnail/large_1501866363apteka_internetowa_gemini_bio-cynk_30_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/cynk;base;Bio-Cynk, 30 tabletek;Bio-Cynk zawiera 15mg organicznego związku cynku. Cynk jest istotnym składnikiem ponad 200 różnych enzymów. Pomaga w prawidłowym funkcjonowaniu układu odpornościowego, a także bierze udział w procesie podziału komórek. Ponadto, cynk pomaga w utrzymaniu prawidłowej płodności i prawidłowych funkcji rozrodczych.;;1;1;Taxable Goods;Catalog, Search;21.49;;;;346;Bio-Cynk, 30 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
348;http://static.aptekagemini.pl/media/products/b_/a_/e_/baef0fd5bebedc955878d5954f0ccb88/images/thumbnail/large_1507228979apteka_internetowa_gemini_bio-chrom_30_tabletek.jpg;http://static.aptekagemini.pl/media/products/b_/a_/e_/baef0fd5bebedc955878d5954f0ccb88/images/thumbnail/large_1507228979apteka_internetowa_gemini_bio-chrom_30_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/chrom;base;Bio-Chrom, 30 tabletek;Preparat zawiera chrom, który pomaga w utrzymaniu prawidłowego poziomu glukozy we krwi.;;1;1;Taxable Goods;Catalog, Search;20.79;;;;347;Bio-Chrom, 30 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
349;http://static.aptekagemini.pl/media/products/e_/4_/6_/e467b115f8cf6a1e3a61d55288a2b9e0/images/thumbnail/large_1501227934apteka_internetowa_gemini_bio-chrom_60_tabletek.jpg;http://static.aptekagemini.pl/media/products/e_/4_/6_/e467b115f8cf6a1e3a61d55288a2b9e0/images/thumbnail/large_1501227934apteka_internetowa_gemini_bio-chrom_60_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/chrom;base;Bio-Chrom, 60 tabletek;Preparat zawiera chrom, który pomaga w utrzymaniu prawidłowego poziomu glukozy we krwi.;;1;1;Taxable Goods;Catalog, Search;37.99;;;;348;Bio-Chrom, 60 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
350;http://static.aptekagemini.pl/media/products/d_/7_/0_/d7071377a216087e4e75db40cac6438f/images/thumbnail/large_1493234140apteka_internetowa_gemini_bio-b-onnik_60_tabletek.jpg;http://static.aptekagemini.pl/media/products/d_/7_/0_/d7071377a216087e4e75db40cac6438f/images/thumbnail/large_1493234140apteka_internetowa_gemini_bio-b-onnik_60_tabletek.jpg;;Default;simple;Default Category/układ pokarmowy/błonniki;base;Bio-Błonnik, 60 tabletek;Bio-Błonnik wpływa korzystnie na trawienie, ponieważ poprawia zdolność organizmu do pozbywania się odpadów przemiany materii, oraz przyspiesza opróżnianie jelit efektywnie i regularnie. Każda tabletka zawiera 460mg naturalnego rozpuszczalnego i nierozpuszczalnego w wodzie błonnika pochodzenia roślinnego.;;1;1;Taxable Goods;Catalog, Search;20.59;;;;349;Bio-Błonnik, 60 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
351;http://static.aptekagemini.pl/media/products/9_/6_/a_/96a6d8ae5cb43967c5c1936ccbf00044/images/thumbnail/large_1498890271apteka_internetowa_gemini_bio-cla_z_zielon-_herbat-_90_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/9_/6_/a_/96a6d8ae5cb43967c5c1936ccbf00044/images/thumbnail/large_1498890271apteka_internetowa_gemini_bio-cla_z_zielon-_herbat-_90_kapsu-ek.jpg;;Default;simple;Default Category/odchudzanie/wspomaganie odchudzania;base;Bio-CLA z zieloną herbatą, 90 kapsułek;Zawiera wysokie stężenie CLA (sprzężonego kwasu linolowego) oraz ekstraktu z zielonej herbaty, dzięki którym wpiera metabolizm tłuszczu zwiększając spalanie tkanki tłuszczowej.;;1;1;Taxable Goods;Catalog, Search;53.28;;;;350;Bio-CLA z zieloną herbatą, 90 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
352;http://static.aptekagemini.pl/media/products/8_/b_/6_/8b6c5bb5b6546c1166111b40279fe5e4/images/thumbnail/large_1493710793apteka_internetowa_gemini_bio-b-onnik_150_tabletek.jpg;http://static.aptekagemini.pl/media/products/8_/b_/6_/8b6c5bb5b6546c1166111b40279fe5e4/images/thumbnail/large_1493710793apteka_internetowa_gemini_bio-b-onnik_150_tabletek.jpg;;Default;simple;Default Category/układ pokarmowy/błonniki;base;Bio-Błonnik, 150 tabletek;Bio-Błonnik wpływa korzystnie na trawienie, ponieważ poprawia zdolność organizmu do pozbywania się odpadów przemiany materii, oraz przyspiesza opróżnianie jelit efektywnie i regularnie. Każda tabletka zawiera 460mg naturalnego rozpuszczalnego i nierozpuszczalnego w wodzie błonnika pochodzenia roślinnego.;;1;1;Taxable Goods;Catalog, Search;37.79;;;;351;Bio-Błonnik, 150 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
353;http://static.aptekagemini.pl/media/products/2_/c_/c_/2cca6391bef89d28719b29dbaec07016/images/thumbnail/large_1504847860apteka_internetowa_gemini_bio-selen__cynk_30_tabletek.jpg;http://static.aptekagemini.pl/media/products/2_/c_/c_/2cca6391bef89d28719b29dbaec07016/images/thumbnail/large_1504847860apteka_internetowa_gemini_bio-selen__cynk_30_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/selen;base;Bio-Selen + Cynk, 30 tabletek;Bio-Selen + Cynk jest idealnym kompleksem przeciwutleniaczy, ponieważ zawiera nie tylko czysty, organiczny selen i cynk, ale również witaminy C i E, których właściwości przyczyniają się do ochrony naszych komórek przed stresem oksydacyjnym. Selen i cynk przyczyniają się do prawidłowego funkcjonowania układu odpornościowego. Witamina E przyczynia się do ochrony komórek przed stresem oksydacyjnym. Witamina A pomaga w utrzymaniu prawidłowej skóry i wzroku. Witamina C pomaga w prawidłowej produkcji kolagenu w celu zapewnienia prawidłowego funkcjonowania kości, zębów, dziąseł i chrząstek. Witamina B6 przyczynia się do utrzymania prawidłowych funkcji psychicznych.;;1;1;Taxable Goods;Catalog, Search;30.29;;;;352;Bio-Selen + Cynk, 30 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
354;http://static.aptekagemini.pl/media/products/3_/9_/2_/392de1742234233cc2e44d08f5f00a6d/images/thumbnail/large_Bio-Witamina_D3_Pearls_40_kapsu_ek.jpg;http://static.aptekagemini.pl/media/products/3_/9_/2_/392de1742234233cc2e44d08f5f00a6d/images/thumbnail/large_Bio-Witamina_D3_Pearls_40_kapsu_ek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/witamina D dla dorosłych;base;Bio-Witamina D3 Pearls, 40 kapsułek;Suplement diety zawierający witaminę D3, która wspiera prawidłowe funkcjonowanie układu odpornościowego oraz mięśni, a także pomaga w utrzymaniu zdrowych zębów i zdrowych kości. Witamina D ułatwia wchłanianie wapnia i fosforu. Małe perełki zawierające 20mcg (800 j.m.) witaminy D3 rozpuszczonej w wysokiej jakości oliwie z oliwek.;;1;1;Taxable Goods;Catalog, Search;16.29;;;;353;Bio-Witamina D3 Pearls, 40 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
355;http://static.aptekagemini.pl/media/products/9_/b_/1_/9b193fe73f693b4d2dd31232faee1b71/images/thumbnail/large_1494355349apteka_internetowa_gemini_bio-selen__cynk_60_tabletek.jpg;http://static.aptekagemini.pl/media/products/9_/b_/1_/9b193fe73f693b4d2dd31232faee1b71/images/thumbnail/large_1494355349apteka_internetowa_gemini_bio-selen__cynk_60_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/selen;base;Bio-Selen + Cynk, 60 tabletek;Bio-Selen + Cynk jest idealnym kompleksem przeciwutleniaczy, ponieważ zawiera nie tylko czysty, organiczny selen i cynk, ale również witaminy C i E, których właściwości przyczyniają się do ochrony naszych komórek przed stresem oksydacyjnym. Selen i cynk przyczyniają się do prawidłowego funkcjonowania układu odpornościowego. Witamina E przyczynia się do ochrony komórek przed stresem oksydacyjnym. Witamina A pomaga w utrzymaniu prawidłowej skóry i wzroku. Witamina C pomaga w prawidłowej produkcji kolagenu w celu zapewnienia prawidłowego funkcjonowania kości, zębów, dziąseł i chrząstek. Witamina B6 przyczynia się do utrzymania prawidłowych funkcji psychicznych.;;1;1;Taxable Goods;Catalog, Search;54.09;;;;354;Bio-Selen + Cynk, 60 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
356;http://static.aptekagemini.pl/media/products/1_/0_/5_/1053e4ef8c3625e60237d5b1b0072543/images/thumbnail/large_1505905525apteka_internetowa_gemini_bio-pycnogenol_30_tabletek.jpg;http://static.aptekagemini.pl/media/products/1_/0_/5_/1053e4ef8c3625e60237d5b1b0072543/images/thumbnail/large_1505905525apteka_internetowa_gemini_bio-pycnogenol_30_tabletek.jpg;;Default;simple;Default Category/nutrikosmetyki/piękna skóra;base;Bio-Pycnogenol, 30 tabletek;;;1;1;Taxable Goods;Catalog, Search;47.98;;;;355;Bio-Pycnogenol, 30 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
357;http://static.aptekagemini.pl/media/products/8_/8_/1_/881786fd0c9104b57e2b2950459cbedf/images/thumbnail/large_1501867329apteka_internetowa_gemini_bio-witamina_c_forte_750mg_30_tabletek.jpg;http://static.aptekagemini.pl/media/products/8_/8_/1_/881786fd0c9104b57e2b2950459cbedf/images/thumbnail/large_1501867329apteka_internetowa_gemini_bio-witamina_c_forte_750mg_30_tabletek.jpg;;Default;simple;Default Category/odporność organizmu/witamina C;base;Bio-Witamina C Forte 750mg, 30 tabletek;Bio-Witamina C Forte zawiera 750mg witaminy C. Witamina C pomaga w prawidłowym funkcjonowaniu układu odpornościowego i nerwowego. Ponadto pomaga w prawidłowej produkcji kolagenu w celu zapewnienia prawidłowego funkcjonowania kości, zębów, chrząstki, dziąseł, skóry oraz naczyń krwionośnych. Jest rozpuszczalną w wodzie witaminą, która musi być dostarczana w diecie, gdyż organizm człowieka nie może jej produkować.;;1;1;Taxable Goods;Catalog, Search;20.78;;;;356;Bio-Witamina C Forte 750mg, 30 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
358;http://static.aptekagemini.pl/media/products/d_/d_/a_/dda26c0e6b4fa1082b9a75a6e1917769/images/thumbnail/large_1503295296apteka_internetowa_gemini_bio-quinon_active_q10_gold_100mg_30_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/d_/d_/a_/dda26c0e6b4fa1082b9a75a6e1917769/images/thumbnail/large_1503295296apteka_internetowa_gemini_bio-quinon_active_q10_gold_100mg_30_kapsu-ek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/koenzym Q10;base;Bio-Quinon Active Q10 Gold 100mg, 30 kapsułek;;;1;1;Taxable Goods;Catalog, Search;64.79;;;;357;Bio-Quinon Active Q10 Gold 100mg, 30 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
359;http://static.aptekagemini.pl/media/products/4_/1_/b_/41b6c0ad8fbe813312d6bac2c88657d1/images/thumbnail/large_1501242175apteka_internetowa_gemini_bio-omega_3_natural_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/4_/1_/b_/41b6c0ad8fbe813312d6bac2c88657d1/images/thumbnail/large_1501242175apteka_internetowa_gemini_bio-omega_3_natural_60_kapsu-ek.jpg;;Default;simple;Default Category/układ krążenia/preparaty wzmacniające serce;base;Bio-Omega 3 Natural, 60 kapsułek;Bio-Omega 3 Natural zawiera czysty i naturalny olej rybi, zamknięty w kapsułce z żelatyny rybiej. EPA i DHA przyczyniają się do prawidłowego funkcjonowania serca. Bio-Omega-3 Natural, naturalny olej rybi, to idealny produkt dla dzieci oraz dla dorosłych.;;1;1;Taxable Goods;Catalog, Search;26.64;;;;358;Bio-Omega 3 Natural, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
360;http://static.aptekagemini.pl/media/products/6_/3_/3_/633604af1b590be9e6105a819df007f9/images/thumbnail/large_1503292789apteka_internetowa_gemini_bioaron_witamina_d_1000jm_90_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/6_/3_/3_/633604af1b590be9e6105a819df007f9/images/thumbnail/large_1503292789apteka_internetowa_gemini_bioaron_witamina_d_1000jm_90_kapsu-ek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/witamina D dla dorosłych;base;Bioaron Witamina D, 1000j.m., 90 kapsułek;;;1;1;Taxable Goods;Catalog, Search;16.74;;;;359;Bioaron Witamina D, 1000j.m., 90 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
