sku;base_image;small_image;store_view_code;attribute_set_code;product_type;categories;product_websites;name;description;short_description;weight;product_online;tax_class_name;visibility;price;special_price;special_price_from_date;special_price_to_date;url_key;meta_title;meta_keywords;meta_description;created_at;updated_at;new_from_date;new_to_date;display_product_options_in;map_price;msrp_price;map_enabled;gift_message_available;custom_design;custom_design_from;custom_design_to;custom_layout_update;page_layout;product_options_container;msrp_display_actual_price_type;country_of_manufacture;additional_attributes;qty;out_of_stock_qty;use_config_min_qty;is_qty_decimal;allow_backorders;use_config_backorders;min_cart_qty;use_config_min_sale_qty;max_cart_qty;use_config_max_sale_qty;is_in_stock;notify_on_stock_below;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;website_id;deferred_stock_update;use_config_deferred_stock_update;related_skus;crosssell_skus;upsell_skus;hide_from_product_page;custom_options;bundle_price_type;bundle_sku_type;bundle_price_view;bundle_weight_type;bundle_values;associated_skus
2;http://static.aptekagemini.pl/media/products/6_/1_/4_/614c9b939818bf7a54aec9136281cd57/images/thumbnail/large_1503670013apteka_internetowa_gemini_actiferol_fe_30mg_30_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/6_/1_/4_/614c9b939818bf7a54aec9136281cd57/images/thumbnail/large_1503670013apteka_internetowa_gemini_actiferol_fe_30mg_30_kapsu-ek.jpg;;Default;simple;Default Category/układ krążenia/niedobory żelaza;base;Actiferol Fe 30mg, 30 kapsułek;Actiferol Fe zawiera opatentowaną formę żelaza poddaną mikronizacji i emulgacji. Dzięki mikronizacji, czyli dużemu rozdrobnieniu, przyswajalność żelaza z pirofosforanu żelazowego jest dwukrotnie wyższa - co potwierdzają badania naukowe. Żelazo zawarte w produkcie uwalnia się w jelitach, a nie w żołądku, dzięki temu nie odczuwa się dolegliwości ze strony przewodu pokarmowego. Nie barwi zębów i nie daje metalicznego posmaku. Posiada  certyfikat bezpieczeństwa GRAS (Generally Recognised As Safe).;;1;1;Taxable Goods;Catalog, Search;23.97;;;;2;Actiferol Fe 30mg, 30 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
3;http://static.aptekagemini.pl/media/products/1_/4_/6_/1462775c1d00cd1ae9a7a5a/images/thumbnail/large_1498135330apteka_internetowa_gemini_actisoftin_krem_na_zajady_8g.jpg;http://static.aptekagemini.pl/media/products/1_/4_/6_/1462775c1d00cd1ae9a7a5a/images/thumbnail/large_1498135330apteka_internetowa_gemini_actisoftin_krem_na_zajady_8g.jpg;;Default;simple;Default Category/problemy skórne/zajady;base;Actisoftin, krem na zajady, 8g;Actisoftin krem to starannie dobrana kompozycja składników dla osób mających problem z zajadami. Dzięki zawartości wyciągu z Onopordum acanthium stymuluje rekonstrukcję skóry w kącikach ust, wykazując działanie naprawcze i intensywnie regenerujące. W skład kremu wchodzi również wyciąg z wąkrotki azjatyckiej, który odżywia i wygładza skórę poprawiając jej ogólny wygląd i kondycję. Zawarty w preparacie wyciąg z kasztanowca wpływa korzystnie na szczelność naczynek, redukuje zaczerwienienie i łagodzi podrażnienie. Pantenol działa kojąco, nadaje skórze elastyczność i miękkość. W skład kremu wchodzi także kompleks nawilżający (Comlex 2 – Moisturizing), który zapewnia prawidłowe nawilżenie, natłuszczenie oraz tworzy barierę ochronną w kącikach ust, chroniąc skórę przed szkodliwym działaniem czynników zewnętrznych.;;1;1;Taxable Goods;Catalog, Search;10.89;;;;3;Actisoftin, krem na zajady, 8g;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
4;http://static.aptekagemini.pl/media/products/e_/e_/2_/ee224d7a7ddef6869fbe16641b6acf85/images/thumbnail/large_1491294798apteka_internetowa_gemini_activlab_green_fibre_naturalny_b-onnik_300g.jpg;http://static.aptekagemini.pl/media/products/e_/e_/2_/ee224d7a7ddef6869fbe16641b6acf85/images/thumbnail/large_1491294798apteka_internetowa_gemini_activlab_green_fibre_naturalny_b-onnik_300g.jpg;;Default;simple;Default Category/układ pokarmowy/błonniki;base;ACTIVLAB Green Fibre, naturalny błonnik, 300g;;;1;1;Taxable Goods;Catalog, Search;17.99;;;;4;ACTIVLAB Green Fibre, naturalny błonnik, 300g;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
5;http://static.aptekagemini.pl/media/products/0_/8_/8_/088466f30793bc4aa83af321c56433b7/images/thumbnail/large_1502259526apteka_internetowa_gemini_active_vital_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/0_/8_/8_/088466f30793bc4aa83af321c56433b7/images/thumbnail/large_1502259526apteka_internetowa_gemini_active_vital_60_kapsu-ek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/dla dorosłych;base;Active Vital, 60 kapsułek;Preparat łączy w sobie działanie wielu wyjątkowych roślin. Produkt zawiera standaryzowany ekstrakt z morszczynu, spirulinę, suchy ekstrakt z pestek winogron, skrzyp polny oraz pokrzywę majową, które dostarczają organizmowi wielu cennych składników. Preparat zalecany jest przy zmęczeniu, dużym wysiłku intelektualnym oraz dla osób aktywnych fizycznie.;;1;1;Taxable Goods;Catalog, Search;28.49;;;;5;Active Vital, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
6;http://static.aptekagemini.pl/media/products/f_/2_/4_/f2455611c1872cd3a812ae33a1855ea4/images/thumbnail/large_apteka_internetowa_gemini_active_flex_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/f_/2_/4_/f2455611c1872cd3a812ae33a1855ea4/images/thumbnail/large_apteka_internetowa_gemini_active_flex_60_kapsu-ek.jpg;;Default;simple;mięśnie, kości, mięśnie, kości/regeneracja chrząstki stawowej;base;Active Flex, 60 kapsułek;Suplement diety Active Flex, to starannie dobrana kompozycja składników wspomagających prawidłowe funkcjonowanie chrząstki i wspierające ruchomość stawów. Produkt polecany jest dla osób dorosłych, w szczególności osób starszych i aktywnych fizycznie.;;1;1;Taxable Goods;Catalog, Search;47.99;;;;6;Active Flex, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
7;http://static.aptekagemini.pl/media/products/2_/5_/f_/25f4c58a9b9076537ab546f8a9221624/images/thumbnail/large_1493099970apteka_internetowa_gemini_activlab_l-carnitine_shot_o_smaku_owoc-w_le-nych_80ml.jpg;http://static.aptekagemini.pl/media/products/2_/5_/f_/25f4c58a9b9076537ab546f8a9221624/images/thumbnail/large_1493099970apteka_internetowa_gemini_activlab_l-carnitine_shot_o_smaku_owoc-w_le-nych_80ml.jpg;;Default;simple;Default Category/odchudzanie/wspomaganie odchudzania;base;ACTIVLAB L-Carnitine Shot, o smaku owoców leśnych, 80ml;L-carnitine shot to suplement diety, zawierający płynną L-karnitynę w wysokiej zawartości. L-karnityna we własnym zakresie wytwarzana jest w niewielkim stopniu, dlatego dodatkowe spożywanie jej niezbędne jest dla optymalizacji procesów energetycznych zachodzących w mięśniach. L-karnityna przyspiesza również procesy metabolizmu tłuszczów w organizmie.;;1;1;Taxable Goods;Catalog, Search;4.19;;;;7;ACTIVLAB L-Carnitine Shot, o smaku owoców leśnych, 80ml;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
8;http://static.aptekagemini.pl/media/products/0_/a_/9_/0a92288271efcba5763ac2d817cecd42/images/thumbnail/large_apteka_internetowa_gemini_activlab_l-carnitine_1000_30_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/0_/a_/9_/0a92288271efcba5763ac2d817cecd42/images/thumbnail/large_apteka_internetowa_gemini_activlab_l-carnitine_1000_30_kapsu-ek.jpg;;Default;simple;Default Category/odchudzanie/wspomaganie odchudzania;base;ACTIVLAB L-Carnitine 1000, 30 kapsułek;L-Carnitine 1000 Super to suplement diety dostarczający karnitynę w dużej ilości – 1000mg w dziennej porcji. L-karnityna jest związkiem naturalnie występującym w organizmie, przede wszystkim w mięśniach. Jedną z funkcji L-karnityny jest udział w transporcie kwasów tłuszczowych o długich łańcuchach do komórek.;;1;1;Taxable Goods;Catalog, Search;33.29;;;;8;ACTIVLAB L-Carnitine 1000, 30 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
9;http://static.aptekagemini.pl/media/products/9_/e_/e_/9eef6288d55c670b83921b0bf4687bb7/images/thumbnail/large_1494353105apteka_internetowa_gemini_activlab_green_protein_breakfast_jab-ko_z_cynamonem_750g.jpg;http://static.aptekagemini.pl/media/products/9_/e_/e_/9eef6288d55c670b83921b0bf4687bb7/images/thumbnail/large_1494353105apteka_internetowa_gemini_activlab_green_protein_breakfast_jab-ko_z_cynamonem_750g.jpg;;Default;simple;Default Category/układ pokarmowy/błonniki;base;ACTIVLAB Green Protein Breakfast, jabłko z cynamonem, 750g;;;1;1;Taxable Goods;Catalog, Search;29.99;;;;9;ACTIVLAB Green Protein Breakfast, jabłko z cynamonem, 750g;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
10;http://static.aptekagemini.pl/media/products/a_/b_/b_/abb5e32ae31086cfadc43ed0e5a92439/images/thumbnail/large_1461267058apteka_internetowa_gemini_advanced_40_acidophilus_solgar_60_kapsulek.jpg;http://static.aptekagemini.pl/media/products/a_/b_/b_/abb5e32ae31086cfadc43ed0e5a92439/images/thumbnail/large_1461267058apteka_internetowa_gemini_advanced_40_acidophilus_solgar_60_kapsulek.jpg;;Default;simple;Default Category/układ pokarmowy/probiotyki;base;Advanced 40+ Acidophilus, Solgar, 60 kapsułek OKAZJA;;;1;1;Taxable Goods;Catalog, Search;52.99;;;;10;Advanced 40+ Acidophilus, Solgar, 60 kapsułek OKAZJA;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
11;http://static.aptekagemini.pl/media/products/6_/5_/a_/65a517970656b6d2ed83376a6119f9e1/images/thumbnail/large_1508391026apteka_internetowa_gemini_activlab_structuactiv_500_ko-ci_chrz-stki_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/6_/5_/a_/65a517970656b6d2ed83376a6119f9e1/images/thumbnail/large_1508391026apteka_internetowa_gemini_activlab_structuactiv_500_ko-ci_chrz-stki_60_kapsu-ek.jpg;;Default;simple;mięśnie, kości, mięśnie, kości/regeneracja chrząstki stawowej;base;ACTIVLAB StructuActiv 500, kości chrząstki, 60 kapsułek;Produkt zawierający wysoką dawkę (500 mg w jednej kapsułce) siarczanu chondroityny dla ochrony stawów. Kwaśny siarczan chondroityny jest jednym z podstawowych składników budowy kości i chrząstki. Nadaje chrząstce właściwości mechaniczne i elastyczne. Siarczan chondroityny hamuje aktywności enzymów litycznych w obrębie chrząstki i pobudza biosyntezę proteoglikanów budujących chrząstkę stawową.;;1;1;Taxable Goods;Catalog, Search;21.9;;;;11;ACTIVLAB StructuActiv 500, kości chrząstki, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
12;http://static.aptekagemini.pl/media/products/9_/6_/f_/96f81e3ee5432f1b5e9b69dcd0c5ba63/images/thumbnail/large_1504764290apteka_internetowa_gemini_acustivum_dobry_s-uch_56_tabletek.jpg;http://static.aptekagemini.pl/media/products/9_/6_/f_/96f81e3ee5432f1b5e9b69dcd0c5ba63/images/thumbnail/large_1504764290apteka_internetowa_gemini_acustivum_dobry_s-uch_56_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/dla dorosłych;base;Acustivum, Dobry słuch, 56 tabletek;Preprata Acustivum to unikalne połączenie ekstraktu z liści miłorzębu japońskiego, kwasu alfa-liponowego, ekstraktu z gryki oraz magnezu i witaminy E, w celu wspomagania utrzymania dobrego słuchu.;;1;1;Taxable Goods;Catalog, Search;25.69;;;;12;Acustivum, Dobry słuch, 56 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
13;http://static.aptekagemini.pl/media/products/f_/d_/6_/fd6230857dbdd64a4fb8f6e41950163d/images/thumbnail/large_1474006713apteka_internetowa_gemini_advanced_multi-billion_dophilus_solgar_60_kapsulek.jpg;http://static.aptekagemini.pl/media/products/f_/d_/6_/fd6230857dbdd64a4fb8f6e41950163d/images/thumbnail/large_1474006713apteka_internetowa_gemini_advanced_multi-billion_dophilus_solgar_60_kapsulek.jpg;;Default;simple;Default Category/układ pokarmowy/probiotyki;base;Advanced Multi-Billion Dophilus, Solgar, 60 kapsułek OKAZJA;Szczepy bakterii stosowane przez firmę Solgar są odporne na wysoki poziom kwasowości żołądka, ale w celu uzyskania dodatkowej ochrony produktów z tej serii zastosowano kapsułkowanie w mikrokapsułki z matrycy polisacharydowej, która zwiększa ich możliwości przeżycia w układzie pokarmowym.;;1;1;Taxable Goods;Catalog, Search;83.99;;;;13;Advanced Multi-Billion Dophilus, Solgar, 60 kapsułek OKAZJA;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
14;http://static.aptekagemini.pl/media/products/9_/0_/d_/90d0a4afce38df00f2b1779/images/thumbnail/large_1507199447apteka_internetowa_gemini_adipobonisan_20_saszetek.jpg;http://static.aptekagemini.pl/media/products/9_/0_/d_/90d0a4afce38df00f2b1779/images/thumbnail/large_1507199447apteka_internetowa_gemini_adipobonisan_20_saszetek.jpg;;Default;simple;Default Category/odchudzanie/wspomaganie odchudzania;base;Adipobonisan, 20 saszetek;Ze względu na zawartość liścia morwy i ziela pokrzywy, które spowalniają wchłanianie węglowodanów z jelit do krwi preparat ziołowy polecany jest jako uzupełnienie codziennej diety w składniki wspomagające utrzymanie prawidłowej masy ciała. Zawarte w składzie: ziele skrzypu, ziele mniszka i ziele pokrzywy działają odtruwająco. Morszczyn uzupełnia w organizmie poziom jodu, który przyczynia się do utrzymania prawidłowego metabolizmu energetycznego, co ma znaczenie przy odchudzaniu.;;1;1;Taxable Goods;Catalog, Search;11.49;;;;14;Adipobonisan, 20 saszetek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
15;http://static.aptekagemini.pl/media/products/4_/6_/c_/46ca438a26ea65b782d8015/images/thumbnail/large_1487783691apteka_internetowa_gemini_adcort_30_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/4_/6_/c_/46ca438a26ea65b782d8015/images/thumbnail/large_1487783691apteka_internetowa_gemini_adcort_30_kapsu-ek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/dla dorosłych;base;AdCort, 30 kapsułek;AdCort jest wieloskładnikowym preparatem, którego składniki pomagają w utrzymaniu prawidłowego stanu błon śluzowych ( w tym błon śluzowych w płucach) i zdrowia skóry (witamina A) oraz zdrowych kości (witaminy D i K). Witamina E pomaga w ochronie komórek przed stresem oksydacyjnym .;;1;1;Taxable Goods;Catalog, Search;22.39;;;;15;AdCort, 30 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
16;http://static.aptekagemini.pl/media/products/a_/d_/5_/ad50fa1ed0ce613b8661df9334f101b9/images/thumbnail/large_apteka_internetowa_gemini_activlab_electrovit_woda_kokosowa_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/a_/d_/5_/ad50fa1ed0ce613b8661df9334f101b9/images/thumbnail/large_apteka_internetowa_gemini_activlab_electrovit_woda_kokosowa_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/układ pokarmowy/biegunka;base;ACTIVLAB, ElectroVit, woda kokosowa, 20 tabletek musujących;Woda kokosowa ma zastosowanie jako suplementacja diety w sytuacjach zwiększonego zapotrzebowania na składniki produktu, w tym sód, potas, chlorek, wapń, magnez, które może nastąpić w wyniku gorączki, grypy żołądkowej, obfitego pocenia oraz zwiększonego wysiłku fizycznego.;;1;1;Taxable Goods;Catalog, Search;7.09;;;;16;ACTIVLAB, ElectroVit, woda kokosowa, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
17;http://static.aptekagemini.pl/media/products/b_/4_/e_/b4e500e0b1803888a3157862fe0b5b3b/images/thumbnail/large_1503039098apteka_internetowa_gemini_activon_tube_mi-d_manuka_25g.jpg;http://static.aptekagemini.pl/media/products/b_/4_/e_/b4e500e0b1803888a3157862fe0b5b3b/images/thumbnail/large_1503039098apteka_internetowa_gemini_activon_tube_mi-d_manuka_25g.jpg;;Default;simple;Default Category/problemy skórne/odleżyny;base;ACTIVON Tube, miód manuka, 25g;Activon Tube zawiera 25 g czystego miodu Manuka o właściwościach leczniczych i antybakteryjnych. Dzięki swoim właściwościom miód Manuka zapobiega nieprzyjemnemu zapachowi w przypadku infekcji rany oraz zapewnia odpowiedni poziom wilgoci w obrębie rany, co w zdecydowanym stopniu wpływa na szybkość jej gojenia się. Antybakteryjna aktywność miodu wiąże się głównie z działaniem nadtlenku wodoru, powstającego pod wpływem zawartego w miodzie enzymu – oksydazy glukozy. Miód jako substancja o wysokiej osmolarności odprowadza nadmiar wody, co zapobiega maceracji brzegów rany i nadmiernemu gromadzeniu się aktywnych substancji w środowisku rany. Co więcej, pobudza on procesy jej autolitycznego oczyszczania i hamuje wzrost bakteryjny.;;1;1;Taxable Goods;Catalog, Search;18.89;;;;17;ACTIVON Tube, miód manuka, 25g;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
18;http://static.aptekagemini.pl/media/products/6_/8_/5_/68540bbcada3e85d32197726874a75e5/images/thumbnail/large_1463631985apteka_internetowa_gemini_adcort_30_kapsulek.jpg;http://static.aptekagemini.pl/media/products/6_/8_/5_/68540bbcada3e85d32197726874a75e5/images/thumbnail/large_1463631985apteka_internetowa_gemini_adcort_30_kapsulek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/dla dorosłych;base;AdCort, 30 kapsułek OKAZJA;AdCort jest wieloskładnikowym preparatem, którego składniki pomagają w utrzymaniu prawidłowego stanu błon śluzowych ( w tym błon śluzowych w płucach) i zdrowia skóry (witamina A) oraz zdrowych kości (witaminy D i K). Witamina E pomaga w ochronie komórek przed stresem oksydacyjnym .;;1;1;Taxable Goods;Catalog, Search;19.49;;;;18;AdCort, 30 kapsułek OKAZJA;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
19;http://static.aptekagemini.pl/media/products/9_/3_/c_/93c697efa8b3111c93298c654f341dc1/images/thumbnail/large_1507105655apteka_internetowa_gemini_aescin_20mg_90_tabletek.jpg;http://static.aptekagemini.pl/media/products/9_/3_/c_/93c697efa8b3111c93298c654f341dc1/images/thumbnail/large_1507105655apteka_internetowa_gemini_aescin_20mg_90_tabletek.jpg;;Default;simple;Default Category/układ krążenia/żylaki i obrzęki;base;Aescin 20mg, 90 tabletek;;;1;1;Taxable Goods;Catalog, Search;31.89;;;;19;Aescin 20mg, 90 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
20;http://static.aptekagemini.pl/media/products/7_/4_/6_/7467fb3f9ce4a8b0e76712c/images/thumbnail/large_1474006713apteka_internetowa_gemini_advanced_multi-billion_dophilus_solgar_60_kapsulek.jpg;http://static.aptekagemini.pl/media/products/7_/4_/6_/7467fb3f9ce4a8b0e76712c/images/thumbnail/large_1474006713apteka_internetowa_gemini_advanced_multi-billion_dophilus_solgar_60_kapsulek.jpg;;Default;simple;Default Category/układ pokarmowy/probiotyki;base;Advanced Multi-Billion Dophilus, Solgar, 60 kapsułek;Szczepy bakterii stosowane przez firmę Solgar są odporne na wysoki poziom kwasowości żołądka, ale w celu uzyskania dodatkowej ochrony produktów z tej serii zastosowano kapsułkowanie w mikrokapsułki z matrycy polisacharydowej, która zwiększa ich możliwości przeżycia w układzie pokarmowym.;;1;1;Taxable Goods;Catalog, Search;138;;;;20;Advanced Multi-Billion Dophilus, Solgar, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
21;http://static.aptekagemini.pl/media/products/2_/2_/f_/22f2378b10ef45a14143250a6cf93d90/images/thumbnail/large_apteka_internetowa_gemini_aesciner_retard_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/2_/2_/f_/22f2378b10ef45a14143250a6cf93d90/images/thumbnail/large_apteka_internetowa_gemini_aesciner_retard_60_kapsu-ek.jpg;;Default;simple;Default Category/układ krążenia/żylaki i obrzęki;base;Aesciner Retard, 60 kapsułek;;;1;1;Taxable Goods;Catalog, Search;27.79;;;;21;Aesciner Retard, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
22;http://static.aptekagemini.pl/media/products/8_/e_/3_/8e317f3d92a4ae6cd112332f4c23a7cd/images/thumbnail/large_1491992583apteka_internetowa_gemini_aflavic_600mg_30_tabletek.jpg;http://static.aptekagemini.pl/media/products/8_/e_/3_/8e317f3d92a4ae6cd112332f4c23a7cd/images/thumbnail/large_1491992583apteka_internetowa_gemini_aflavic_600mg_30_tabletek.jpg;;Default;simple;Default Category/układ krążenia/żylaki i obrzęki;base;Aflavic 600mg, 30 tabletek;;;1;1;Taxable Goods;Catalog, Search;17.29;;;;22;Aflavic 600mg, 30 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
23;http://static.aptekagemini.pl/media/products/e_/b_/2_/eb2cdfb4e9995ba66f83603dc9a56743/images/thumbnail/large_1506586799apteka_internetowa_gemini_aesculan_ma--_doodbytnicza_30g.jpg;http://static.aptekagemini.pl/media/products/e_/b_/2_/eb2cdfb4e9995ba66f83603dc9a56743/images/thumbnail/large_1506586799apteka_internetowa_gemini_aesculan_ma--_doodbytnicza_30g.jpg;;Default;simple;Default Category/układ krążenia/hemoroidy;base;Aesculan, maść doodbytnicza, 30g;;;1;1;Taxable Goods;Catalog, Search;11.78;;;;23;Aesculan, maść doodbytnicza, 30g;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
24;http://static.aptekagemini.pl/media/products/1_/6_/0_/16059fa600b1a1ccf826628b8c3ce71c/images/thumbnail/large_apteka_internetowa_gemini_aesciner_retard_30_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/1_/6_/0_/16059fa600b1a1ccf826628b8c3ce71c/images/thumbnail/large_apteka_internetowa_gemini_aesciner_retard_30_kapsu-ek.jpg;;Default;simple;Default Category/układ krążenia/żylaki i obrzęki;base;Aesciner Retard, 30 kapsułek;;;1;1;Taxable Goods;Catalog, Search;16.89;;;;24;Aesciner Retard, 30 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
25;http://static.aptekagemini.pl/media/products/e_/f_/9_/ef9ea2aef9a30ade614274136d1252bc/images/thumbnail/large_1488220057apteka_internetowa_gemini_afrin_nd_mentol_aerozol_do_nosa_15ml.jpg;http://static.aptekagemini.pl/media/products/e_/f_/9_/ef9ea2aef9a30ade614274136d1252bc/images/thumbnail/large_1488220057apteka_internetowa_gemini_afrin_nd_mentol_aerozol_do_nosa_15ml.jpg;;Default;simple;Default Category/przeziębienie i grypa/katar, zatoki;base;Afrin ND Mentol, aerozol do nosa, 15ml;;;1;1;Taxable Goods;Catalog, Search;13.69;;;;25;Afrin ND Mentol, aerozol do nosa, 15ml;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
26;http://static.aptekagemini.pl/media/products/c_/3_/8_/c38fc83caeab310aa31305d675abfe13/images/thumbnail/large_1507116365apteka_internetowa_gemini_ahcc_1160mg_longerlife_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/c_/3_/8_/c38fc83caeab310aa31305d675abfe13/images/thumbnail/large_1507116365apteka_internetowa_gemini_ahcc_1160mg_longerlife_60_kapsu-ek.jpg;;Default;simple;Default Category/odporność organizmu/inne;base;AHCC 1160mg, LongerLife, 60 kapsułek;AHCC zawiera aktywny związek hemicelulozy. Jest to w 100% naturalny, unikalny składnik występujący tylko w oryginalnym AHCC ,który jest wytwarzany przez jedynego na świecie producenta AHCC, firmę Amino Up. Uzyskuje się go w specjalnym, opatentowanym procesie z korzeni grzybów medycznych o właściwościach pro-zdrowotnych. AHCC, w porównaniu do innych wyciągów z grzybów, jest wielokrotnie mniejszy i dzięki temu bardzo łatwo przyswajany przez organizm i działa z wysoką skutecznością wspierając zarówno wrodzoną, jak i nabytą odporność immunologiczną organizmu. AHCC dystrybuowany przez firmę Longer Life to najwyższej jakości AHCC OncoLife Professional, które zawiera najbardziej stężoną ilość czystego AHCC w jednej kapsułce, w porównaniu z innymi suplementami z AHCC. AHCC wykazuje wzrost aktywności komórek NK (naturalni zabójcy), wzrost produkcji cytokin, promuje optymalną aktywność limfocytów T, promuje optymalną aktywność makroragów, zwiększa aktywność i liczbę komórek dendrytycznych.;;1;1;Taxable Goods;Catalog, Search;299.99;;;;26;AHCC 1160mg, LongerLife, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
